STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,HLY-CLOD-PCTCLR,HLY-CLOD-PCTOVC,HLY-DEWP-NORMAL,HLY-HIDX-NORMAL,HLY-TEMP-NORMAL,HLY-WIND-AVGSPD,HLY-WIND-VCTDIR,HLY-WIND-VCTSPD
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 11:00,113.0,411.0,46.9,62.1,62.0,13.0,89.0,2.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 12:00,88.0,407.0,47.1,62.7,62.6,13.5,99.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 13:00,83.0,431.0,47.2,63.0,62.9,13.9,108.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 14:00,89.0,411.0,47.1,63.1,63.1,14.0,112.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 15:00,86.0,420.0,47.0,62.8,62.7,14.0,120.0,3.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 16:00,86.0,398.0,46.9,62.5,62.5,13.8,125.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 17:00,109.0,402.0,46.7,61.7,61.6,13.2,133.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 18:00,111.0,424.0,46.5,60.6,60.6,12.3,153.0,1.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 19:00,92.0,414.0,46.6,59.3,59.3,11.3,173.0,1.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 20:00,114.0,401.0,46.6,58.2,58.2,10.5,200.0,2.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 21:00,173.0,424.0,46.7,57.3,57.3,10.2,221.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 22:00,206.0,418.0,46.7,56.6,56.5,10.1,245.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100520 23:00,237.0,434.0,46.7,55.7,55.7,9.7,253.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 00:00,239.0,441.0,47.0,55.2,55.2,9.6,257.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 01:00,269.0,440.0,46.7,54.7,54.7,9.4,273.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 02:00,292.0,451.0,46.6,54.2,54.2,9.3,280.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 03:00,283.0,453.0,46.5,53.8,53.8,9.2,289.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 04:00,207.0,426.0,46.4,53.5,53.5,9.3,292.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 05:00,124.0,440.0,46.6,53.5,53.5,9.3,300.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 06:00,144.0,453.0,46.8,54.8,54.8,9.7,303.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 07:00,137.0,468.0,47.1,56.6,56.6,10.3,310.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 08:00,128.0,441.0,47.3,58.6,58.6,10.7,330.0,2.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 09:00,125.0,440.0,47.3,60.4,60.4,11.3,7.0,1.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 10:00,119.0,412.0,47.4,61.8,61.7,12.2,62.0,1.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 11:00,110.0,398.0,47.5,62.7,62.6,12.7,96.0,2.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 12:00,86.0,399.0,47.6,63.3,63.2,13.2,105.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 13:00,80.0,423.0,47.7,63.5,63.5,13.7,110.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 14:00,91.0,409.0,47.6,63.6,63.6,14.0,116.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 15:00,86.0,417.0,47.5,63.3,63.3,13.8,121.0,3.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 16:00,79.0,400.0,47.4,63.1,63.0,13.6,127.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 17:00,103.0,398.0,47.3,62.3,62.2,13.0,136.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 18:00,106.0,410.0,47.0,61.2,61.2,12.2,161.0,2.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 19:00,92.0,407.0,47.0,59.9,59.9,11.3,179.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 20:00,116.0,394.0,47.1,58.7,58.7,10.5,202.0,2.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 21:00,172.0,416.0,47.3,57.8,57.8,10.2,220.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 22:00,206.0,408.0,47.1,57.0,57.0,10.1,242.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100521 23:00,231.0,428.0,47.2,56.2,56.2,9.7,250.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 00:00,234.0,434.0,47.3,55.6,55.6,9.7,254.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 01:00,258.0,437.0,47.1,55.1,55.1,9.4,268.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 02:00,287.0,447.0,47.1,54.7,54.7,9.3,274.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 03:00,276.0,444.0,47.0,54.2,54.2,9.3,283.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 04:00,200.0,419.0,46.9,53.9,53.9,9.3,288.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 05:00,124.0,435.0,47.1,54.0,54.0,9.3,295.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 06:00,144.0,451.0,47.4,55.3,55.3,9.8,299.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 07:00,127.0,465.0,47.7,57.2,57.2,10.4,308.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 08:00,123.0,445.0,47.9,59.2,59.2,10.7,325.0,2.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 09:00,123.0,441.0,48.0,61.0,60.9,11.2,1.0,1.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 10:00,116.0,415.0,48.0,62.4,62.3,12.1,67.0,0.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 11:00,108.0,403.0,48.1,63.2,63.2,12.7,99.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 12:00,79.0,403.0,48.2,63.9,63.8,13.2,108.0,2.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 13:00,72.0,424.0,48.3,64.1,64.1,13.7,113.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 14:00,77.0,409.0,48.2,64.2,64.2,14.0,117.0,2.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 15:00,75.0,425.0,48.0,63.9,63.9,13.8,125.0,2.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 16:00,67.0,404.0,48.0,63.6,63.6,13.6,130.0,2.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 17:00,94.0,407.0,47.9,62.8,62.8,13.0,139.0,2.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 18:00,94.0,419.0,47.6,61.7,61.7,12.2,167.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 19:00,87.0,427.0,47.6,60.3,60.3,11.3,182.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 20:00,113.0,405.0,47.7,59.1,59.1,10.4,203.0,2.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 21:00,163.0,421.0,47.9,58.3,58.3,10.2,221.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 22:00,195.0,420.0,47.7,57.5,57.5,10.1,244.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100522 23:00,229.0,442.0,47.8,56.6,56.6,9.8,253.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 00:00,227.0,450.0,47.9,56.0,56.0,9.7,258.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 01:00,243.0,449.0,47.6,55.6,55.6,9.4,272.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 02:00,274.0,445.0,47.7,55.1,55.1,9.2,277.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 03:00,260.0,441.0,47.6,54.7,54.7,9.2,286.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 04:00,189.0,419.0,47.4,54.4,54.4,9.3,290.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 05:00,132.0,441.0,47.6,54.4,54.4,9.3,297.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 06:00,144.0,452.0,47.9,55.8,55.8,9.8,301.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 07:00,123.0,477.0,48.2,57.6,57.6,10.4,308.0,2.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 08:00,127.0,447.0,48.4,59.7,59.7,10.7,324.0,2.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 09:00,130.0,441.0,48.5,61.4,61.4,11.2,356.0,1.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 10:00,112.0,419.0,48.5,62.8,62.7,12.1,55.0,0.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 11:00,103.0,399.0,48.6,63.7,63.7,12.6,92.0,1.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 12:00,76.0,400.0,48.6,64.3,64.3,13.2,105.0,1.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 13:00,70.0,417.0,48.7,64.6,64.6,13.6,113.0,2.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 14:00,77.0,405.0,48.5,64.7,64.7,13.9,118.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 15:00,68.0,430.0,48.3,64.4,64.4,13.8,125.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 16:00,63.0,407.0,48.3,64.2,64.1,13.6,131.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 17:00,85.0,412.0,48.2,63.3,63.2,13.0,139.0,1.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 18:00,88.0,435.0,47.9,62.3,62.2,12.2,171.0,1.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 19:00,81.0,442.0,48.0,60.8,60.8,11.3,186.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 20:00,111.0,414.0,48.1,59.6,59.6,10.4,204.0,2.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 21:00,159.0,418.0,48.2,58.7,58.7,10.2,223.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 22:00,195.0,422.0,48.1,57.9,57.9,10.1,243.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100523 23:00,231.0,441.0,48.1,57.1,57.1,9.7,252.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 00:00,229.0,444.0,48.3,56.4,56.4,9.6,257.0,3.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 01:00,240.0,444.0,48.0,56.0,56.0,9.3,270.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 02:00,265.0,442.0,48.0,55.5,55.5,9.2,273.0,2.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 03:00,253.0,437.0,47.9,55.1,55.1,9.2,280.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 04:00,184.0,417.0,47.8,54.8,54.8,9.2,284.0,2.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 05:00,134.0,440.0,48.0,54.9,54.9,9.2,292.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 06:00,148.0,452.0,48.3,56.3,56.3,9.7,294.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 07:00,129.0,467.0,48.6,58.2,58.2,10.3,303.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 08:00,129.0,436.0,48.8,60.3,60.3,10.7,316.0,2.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 09:00,130.0,436.0,48.9,62.0,61.9,11.2,348.0,1.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 10:00,116.0,408.0,49.0,63.4,63.3,12.1,61.0,0.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 11:00,105.0,389.0,49.1,64.4,64.3,12.7,96.0,1.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 12:00,86.0,391.0,49.1,65.0,64.9,13.3,110.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 13:00,74.0,403.0,49.2,65.2,65.2,13.7,120.0,2.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 14:00,74.0,395.0,49.0,65.3,65.2,13.9,122.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 15:00,68.0,428.0,48.9,65.1,65.0,13.9,129.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 16:00,67.0,410.0,48.9,64.9,64.8,13.6,137.0,2.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 17:00,90.0,409.0,48.8,64.0,63.9,13.0,149.0,1.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 18:00,90.0,432.0,48.4,62.9,62.9,12.3,181.0,1.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 19:00,83.0,440.0,48.4,61.4,61.4,11.3,194.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 20:00,120.0,409.0,48.5,60.1,60.1,10.4,208.0,2.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 21:00,164.0,410.0,48.6,59.3,59.3,10.2,224.0,2.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 22:00,204.0,414.0,48.5,58.5,58.5,10.1,244.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100524 23:00,238.0,432.0,48.5,57.6,57.6,9.7,253.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 00:00,239.0,434.0,48.8,57.0,57.0,9.6,256.0,3.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 01:00,249.0,434.0,48.3,56.4,56.4,9.3,267.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 02:00,273.0,427.0,48.4,56.0,56.0,9.2,271.0,2.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 03:00,256.0,424.0,48.3,55.5,55.5,9.2,277.0,2.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 04:00,187.0,406.0,48.2,55.2,55.2,9.2,281.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 05:00,144.0,427.0,48.4,55.3,55.3,9.2,288.0,2.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 06:00,155.0,443.0,48.7,56.8,56.8,9.7,291.0,2.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 07:00,137.0,460.0,49.0,58.7,58.6,10.4,298.0,2.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 08:00,136.0,420.0,49.2,60.8,60.8,10.7,310.0,2.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 09:00,130.0,425.0,49.4,62.6,62.5,11.1,333.0,1.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 10:00,116.0,406.0,49.6,64.1,64.0,11.9,66.0,0.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 11:00,105.0,384.0,49.7,65.1,65.0,12.6,96.0,1.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 12:00,81.0,390.0,49.7,65.7,65.6,13.3,114.0,1.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 13:00,70.0,402.0,49.7,66.0,65.9,13.8,125.0,1.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 14:00,67.0,388.0,49.6,66.0,66.0,14.0,128.0,2.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 15:00,63.0,422.0,49.4,65.8,65.7,13.9,139.0,2.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 16:00,62.0,410.0,49.4,65.6,65.5,13.7,150.0,1.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 17:00,87.0,414.0,49.3,64.7,64.6,13.1,170.0,1.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 18:00,90.0,434.0,48.8,63.6,63.6,12.4,200.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 19:00,85.0,443.0,48.8,62.1,62.0,11.5,207.0,1.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 20:00,122.0,409.0,49.0,60.7,60.7,10.6,213.0,2.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 21:00,166.0,401.0,49.0,59.8,59.8,10.4,227.0,2.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 22:00,211.0,408.0,48.9,59.0,59.0,10.1,245.0,3.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100525 23:00,236.0,427.0,48.9,58.2,58.2,9.8,252.0,3.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 00:00,236.0,426.0,49.2,57.5,57.5,9.7,254.0,3.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 01:00,244.0,427.0,48.8,57.0,57.0,9.4,265.0,3.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 02:00,263.0,422.0,48.8,56.5,56.5,9.3,269.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 03:00,247.0,415.0,48.8,56.1,56.1,9.3,276.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 04:00,191.0,407.0,48.7,55.7,55.7,9.3,278.0,2.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 05:00,139.0,418.0,48.9,55.8,55.8,9.3,284.0,2.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 06:00,144.0,436.0,49.2,57.2,57.2,9.8,288.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 07:00,129.0,453.0,49.5,59.1,59.1,10.5,297.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 08:00,127.0,414.0,49.8,61.3,61.2,10.8,306.0,2.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 09:00,125.0,419.0,49.9,63.0,63.0,11.1,322.0,1.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 10:00,111.0,404.0,50.1,64.6,64.5,12.0,4.0,0.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 11:00,105.0,367.0,50.1,65.6,65.5,12.5,85.0,0.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 12:00,79.0,379.0,50.2,66.3,66.2,13.2,114.0,1.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 13:00,70.0,387.0,50.2,66.7,66.6,13.7,133.0,1.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 14:00,67.0,374.0,50.1,66.7,66.6,14.0,135.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 15:00,58.0,407.0,49.9,66.6,66.5,13.9,145.0,1.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 16:00,60.0,398.0,49.8,66.4,66.3,13.7,160.0,1.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 17:00,85.0,405.0,49.7,65.4,65.3,13.2,184.0,1.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 18:00,95.0,423.0,49.2,64.3,64.2,12.5,209.0,1.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 19:00,90.0,432.0,49.2,62.6,62.6,11.6,214.0,2.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 20:00,122.0,397.0,49.3,61.2,61.2,10.7,218.0,2.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 21:00,159.0,393.0,49.4,60.3,60.3,10.3,230.0,2.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 22:00,216.0,399.0,49.3,59.4,59.4,10.1,246.0,3.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100526 23:00,245.0,418.0,49.3,58.6,58.6,9.8,253.0,3.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 00:00,238.0,421.0,49.5,57.8,57.8,9.7,255.0,3.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 01:00,247.0,420.0,49.2,57.4,57.4,9.4,263.0,3.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 02:00,266.0,411.0,49.2,56.9,56.9,9.2,266.0,3.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 03:00,249.0,404.0,49.1,56.5,56.5,9.2,273.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 04:00,195.0,398.0,49.1,56.1,56.1,9.2,274.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 05:00,149.0,409.0,49.2,56.3,56.2,9.2,280.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 06:00,144.0,432.0,49.5,57.8,57.8,9.8,284.0,3.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 07:00,129.0,445.0,49.9,59.7,59.7,10.4,293.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 08:00,121.0,401.0,50.1,61.8,61.8,10.8,299.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 09:00,125.0,412.0,50.3,63.6,63.6,11.1,305.0,1.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 10:00,106.0,396.0,50.4,65.2,65.1,11.9,297.0,0.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 11:00,98.0,357.0,50.5,66.2,66.1,12.5,94.0,0.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 12:00,74.0,370.0,50.5,66.9,66.8,13.1,126.0,1.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 13:00,65.0,383.0,50.5,67.3,67.2,13.7,149.0,1.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 14:00,56.0,373.0,50.4,67.4,67.3,13.9,148.0,1.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 15:00,49.0,408.0,50.2,67.2,67.1,13.9,158.0,1.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 16:00,51.0,390.0,50.1,67.0,66.9,13.7,174.0,1.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 17:00,74.0,407.0,50.0,66.0,66.0,13.2,199.0,1.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 18:00,84.0,426.0,49.6,64.9,64.8,12.5,216.0,1.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 19:00,85.0,440.0,49.5,63.3,63.3,11.7,223.0,2.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 20:00,118.0,395.0,49.7,61.8,61.8,10.7,224.0,2.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 21:00,152.0,383.0,49.8,60.8,60.8,10.4,232.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 22:00,202.0,399.0,49.6,59.9,59.9,10.2,248.0,3.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100527 23:00,238.0,416.0,49.6,59.1,59.1,9.9,254.0,3.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 00:00,230.0,422.0,49.8,58.3,58.3,9.8,256.0,3.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 01:00,243.0,423.0,49.6,57.8,57.8,9.5,265.0,3.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 02:00,266.0,416.0,49.6,57.3,57.3,9.3,269.0,3.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 03:00,245.0,412.0,49.5,56.9,56.9,9.3,276.0,3.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 04:00,189.0,412.0,49.4,56.5,56.5,9.3,276.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 05:00,154.0,429.0,49.6,56.6,56.6,9.3,280.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 06:00,144.0,441.0,49.8,58.0,58.0,9.9,286.0,3.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 07:00,122.0,447.0,50.2,59.9,59.9,10.5,293.0,3.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 08:00,118.0,399.0,50.5,62.0,62.0,10.9,301.0,2.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 09:00,130.0,411.0,50.7,63.8,63.7,11.2,309.0,1.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100528 10:00,107.0,397.0,50.8,65.3,65.2,12.0,322.0,0.6
